fid,Region,Departemen,Commune,Designatio,No_IRH,Long,Lat,Entreprise,Type_Ouvra,Date_Recep,Aquifere,Prof__Tota,X_dd,Y_dd,ProfTOt
137,DAKAR,RUFISQUE,Sangalkam,NIAGA NIASSENE F4,10-3X-0283,"-17°14'47""","14°49'01""",SONAFOR,Forage,1986/08/21,Quaternaire,22.2,-17.2463888889,14.8169444444,22.2
138,DAKAR,RUFISQUE,Sangalkam,NIAGA NIASSENE F5,10-3X-0285,"-17°14'42""","14°49'02""",SONAFOR,Forage,1986/09/20,Quaternaire,21.32,-17.245,14.8172222222,21.32
139,DAKAR,RUFISQUE,Sangalkam,NIAGA NIASSENE F6,10-3X-0287,"-17°14'24""","14°49'05""",SONAFOR,Forage,1986/09/06,Quaternaire,18,-17.24,14.8180555556,18
140,DAKAR,RUFISQUE,Sangalkam,NIAGA NIASSENE F7,10-3X-0290,"-17°14'24""","14°49'12""",SONAFOR,Forage,1986/09/11,Quaternaire,19.2,-17.24,14.82,19.2
141,DAKAR,RUFISQUE,Sangalkam,NIAGA NIASSENE F8,10-3X-0289,"-17°14'20""","14°49'20""",SONAFOR,Forage,1986/09/25,Quaternaire,19,-17.2388888889,14.8222222222,19
142,DAKAR,RUFISQUE,Sangalkam,NIAGA OUOLOF,10-3X-0268,"-17°14'50""","14°48'50""",,Forage,1980/12/08,Quaternaire,29,-17.2472222222,14.8138888889,29
143,DAKAR,RUFISQUE,Sangalkam,NIAGA OUOLOF N°1,10-3X-0151,"-17°14'50""","14°48'50""",SONAFOR,Forage,1974/12/14,Quaternaire,19,-17.2472222222,14.8138888889,19
144,DAKAR,RUFISQUE,Sangalkam,NIAGA OUOLOF N°2,10-3X-0152,"-17°14'50""","14°48'50""",SONAFOR,Forage,1974/12/23,Quaternaire,23,-17.2472222222,14.8138888889,23
145,DAKAR,RUFISQUE,Sangalkam,NIAGA PEUL P2.9,10-3X-0210,"-17°13'55""","14°49'34""",SONAFOR,Piezometre,1987/02/26,Quaternaire,19,-17.2319444444,14.8261111111,19
146,DAKAR,RUFISQUE,Sangalkam,RETBA 1,10-3X-0174,"-17°12'27""","14°49'50""",FORENCO,Sondage,1962/02/15,,2.22,-17.2075,14.8305555556,2.22
147,DAKAR,RUFISQUE,Sangalkam,SANGALKAM,10-3X-0135,"-17°13'43""","14°47'44""",HYDRAF,Forage,,Quaternaire,23.9,-17.2286111111,14.7955555556,23.9
148,DAKAR,RUFISQUE,Sangalkam,SANGALKAM,10-3X-0136,"-17°13'43""","14°47'44""",SASIF,Forage,1966/07/18,Quaternaire,19.5,-17.2286111111,14.7955555556,19.5
149,DAKAR,RUFISQUE,Sangalkam,SANGALKAM,10-3X-0150,"-17°13'42""","14°46'26""",SONAFOR,Sondage,1974/12/04,Quaternaire,30.5,-17.2283333333,14.7738888889,30.5
150,DAKAR,RUFISQUE,Sangalkam,SANGALKAM,10-3X-0185,"-17°13'48""","14°46'39""",INTRAFOR,Forage,1974/04/07,Quaternaire,25,-17.23,14.7775,25
151,DAKAR,RUFISQUE,Sangalkam,SANGALKAM,10-3X-0198,"-17°13'25""","14°46'38""",SASIF,Forage,1982/03/08,Quaternaire,28.5,-17.2236111111,14.7772222222,28.5
152,DAKAR,RUFISQUE,Sangalkam,SANGALKAM  PS1-I (BAS),10-3X-0139,"-17°13'57""","14°47'42""",INTRAFOR,Piezometre,1970/09/05,Quaternaire,29.72,-17.2325,14.795,29.72
153,DAKAR,RUFISQUE,Sangalkam,SANGALKAM P1,10-3X-0141,"-17°12'43""","14°47'10""",SONAFOR,Piezometre,1977/07/04,Quaternaire,14,-17.2119444444,14.7861111111,14
154,DAKAR,RUFISQUE,Sangalkam,SANGALKAM P2,10-3X-0142,"-17°13'40""","14°47'00""",SONAFOR,Piezometre,1977/07/16,Quaternaire,14,-17.2277777778,14.7833333333,14
155,DAKAR,RUFISQUE,Sangalkam,SANGALKAM P3,10-3X-0143,"-17°13'35""","14°47'10""",SONAFOR,Piezometre,1977/07/20,Quaternaire,10,-17.2263888889,14.7861111111,10
156,DAKAR,RUFISQUE,Sangalkam,SANGALKAM P4,10-3X-0144,"-17°13'30""","14°47'30""",SONAFOR,Piezometre,1977/07/23,Quaternaire,10,-17.225,14.7916666667,10
157,DAKAR,RUFISQUE,Sangalkam,SANGALKAM P5,10-3X-0145,"-17°13'55""","14°47'20""",SONAFOR,Piezometre,1977/07/31,Quaternaire,10,-17.2319444444,14.7888888889,10
158,DAKAR,RUFISQUE,Sangalkam,SANGALKAM P6,10-3X-0146,"-17°12'40""","14°47'10""",SONAFOR,Piezometre,1977/08/06,Quaternaire,14,-17.2111111111,14.7861111111,14
159,DAKAR,RUFISQUE,Sangalkam,SANGALKAM P7,10-3X-0147,"-17°12'40""","14°47'10""",SONAFOR,Piezometre,1977/08/11,Quaternaire,14,-17.2111111111,14.7861111111,14
160,DAKAR,RUFISQUE,Sangalkam,SANGALKAM P8,10-3X-0148,"-17°12'45""","14°48'35""",SONAFOR,Piezometre,1977/08/16,Quaternaire,14,-17.2125,14.8097222222,14
161,DAKAR,RUFISQUE,Sangalkam,SANGALKAM P9,10-3X-0149,"-17°12'15""","14°48'35""",SONAFOR,Piezometre,,Quaternaire,10,-17.2041666667,14.8097222222,10
162,DAKAR,RUFISQUE,Sangalkam,SANGALKAM PS 1-II (HAUT),10-3X-0316,"-17°13'58""","14°47'40""",INTRAFOR,Piezometre,1970/09/05,Quaternaire,10.15,-17.2327777778,14.7944444444,10.15
163,DAKAR,RUFISQUE,Sangalkam,SANGALKAM S1,10-3X-0140,"-17°13'20""","14°46'30""",INTRAFOR,Forage,1970/09/05,Quaternaire,28.8,-17.2222222222,14.775,28.8
164,DAKAR,RUFISQUE,Sangalkam,TIVAOUANE PEULH P2.7,10-3X-0208,"-17°17'00""","14°48'12""",SONAFOR,Piezometre,,Quaternaire,21.44,-17.2833333333,14.8033333333,21.44
165,DAKAR,RUFISQUE,Sangalkam,TIVAOUANE PEULH P2.8,10-3X-0209,"-17°16'33""","14°49'08""",SONAFOR,Piezometre,1987/03/02,Quaternaire,24,-17.2758333333,14.8188888889,24
166,DAKAR,RUFISQUE,Yenne,BARGNY 1,10-3X-0167,"-17°11'43""","14°44'50""",SHELL,Sondage,1976/06/17,,2.47,-17.1952777778,14.7472222222,2.47
167,DAKAR,RUFISQUE,Yenne,DAKAR BEL-AIR,10-3X-0356,"-17°12'12""","14°42'20""",HENAN CHINE,Piezometre,2007/10/27,Paleocene,90,-17.2033333333,14.7055555556,90
168,DAKAR,RUFISQUE,Yenne,DENY GUEDY,10-3X-0187,"-17°11'55""","14°45'55""",HENAN CHINE,Piezometre,2007/09/25,Paleocene,60,-17.1986111111,14.7652777778,60
169,DAKAR,RUFISQUE,Yenne,DIAMNIADIO,10-3X-0154,"-17°10'55""","14°46'00""",SAP,Sondage,1979/08/20,,2.65,-17.1819444444,14.7666666667,2.65
170,DAKAR,RUFISQUE,Yenne,DIAMNIADIO,10-3X-0176,"-17°11'05""","14°45'56""",FORENCO,Sondage,1961/12/22,,1.44,-17.1847222222,14.7655555556,1.44
171,DAKAR,RUFISQUE,Yenne,DIAMNIADIO,10-3X-0180,"-17°10'48""","14°43'15""",FORENCO,Sondage,1959/09/30,,1.43,-17.18,14.7208333333,1.43
172,DAKAR,RUFISQUE,Yenne,DOUGAR 1,10-3X-0104,"-17°10'10""","14°42'20""",SAP,Sondage,1956/03/18,,1.04,-17.1694444444,14.7055555556,1.04
173,DAKAR,RUFISQUE,Yenne,DOUGAR I,10-3X-0350,"-17°09'40""","14°43'00""",GIE HMGC,Forage,2005/04/09,Maastrichtien,100,-17.1611111111,14.7166666667,100
174,DAKAR,RUFISQUE,Yenne,DOUGAR PEULH,10-3X-0108,"-17°09'00""","14°41'40""",,Sondage,1956/12/02,,420,-17.15,14.6944444444,420
175,DAKAR,RUFISQUE,Yenne,FILFIL.2,10-3X-0107,"-17°09'25""","14°45'35""",SASIF,Forage,1980/12/17,Paleocene,80,-17.1569444444,14.7597222222,80
176,DAKAR,RUFISQUE,Yenne,FORAGE N°4 DE SAFINA.sa,10-3X-0353,"-17°08'41""","14°44'51""",SASIF,Forage,2007/08/02,Paleocene,110,-17.1447222222,14.7475,110
177,DAKAR,RUFISQUE,Yenne,GANDOULE YEBA,10-3X-0165,"-17°08'03""","14°43'44""",,Sondage,,,331,-17.1341666667,14.7288888889,331
178,DAKAR,RUFISQUE,Yenne,KEUR MOUSSA,10-3X-0043,"-17°07'48""","14°46'40""",SASIF,Sondage,1961/05/04,Maastrichtien,153.5,-17.13,14.7777777778,153.5
179,DAKAR,RUFISQUE,Yenne,KEUR MOUSSA,10-3X-0280,"-17°07'50""","14°46'06""",GENIE MILITAIRE,Forage,1994/09/05,Maastrichtien,157,-17.1305555556,14.7683333333,157
180,DAKAR,RUFISQUE,Yenne,LAC MBEUBEUSS,10-3X-0355,"-17°12'12""","14°42'20""",HENAN CHINE,Piezometre,2007/09/16,Quaternaire,31,-17.2033333333,14.7055555556,31
181,DAKAR,RUFISQUE,Yenne,MBOUNKNA BAMBARA H,10-3X-0105,"-17°09'55""","14°41'33""",,Piezometre,,Paleocene,78,-17.1652777778,14.6925,78
182,DAKAR,RUFISQUE,Yenne,NDOUKHOURA PEULH,10-3X-0159,"-17°10'45""","14°40'55""",SASIF,Piezometre,1953/04/03,Paleocene,61.81,-17.1791666667,14.6819444444,61.81
183,DAKAR,RUFISQUE,Yenne,NDOYenne 1,10-3X-0092,"-17°08'15""","14°45'30""",,Sondage,,Paleocene,112,-17.1375,14.7583333333,112
184,DAKAR,RUFISQUE,Yenne,PANTHIOR II,10-3X-0202,"-17°10'44""","14°40'55""",CARITAS,Piezometre,1982/08/06,Paleocene,48,-17.1788888889,14.6819444444,48
185,DAKAR,RUFISQUE,Yenne,SAMBAN,10-3X-0100,"-17°08'49""","14°45'15""",SIF,Piezometre,1953/05/04,Paleocene,113.5,-17.1469444444,14.7541666667,113.5
186,DAKAR,RUFISQUE,Yenne,SEBIKOTANE,10-3X-0056,"-17°08'45""","14°45'46""",,Forage,1979/12/15,Paleocene,93.5,-17.1458333333,14.7627777778,93.5
187,DAKAR,RUFISQUE,Yenne,SEBIKOTANE,10-3X-0274,"-17°08'30""","14°45'40""",,Forage,1987/06/06,Paleocene,82.5,-17.1416666667,14.7611111111,82.5
188,DAKAR,RUFISQUE,Yenne,SEBIKOTANE,10-3X-0354,"-17°08'29""","14°44'51""",,Forage,1980/12/17,Paleocene,80,-17.1413888889,14.7475,80
189,DAKAR,RUFISQUE,Yenne,SEBIKOTANE  F1,10-3X-0034,"-17°09'50""","14°44'27""",,Forage,1958/03/12,Paleocene,58,-17.1638888889,14.7408333333,58
190,DAKAR,RUFISQUE,Yenne,SEBIKOTANE  F3,10-3X-0036,"-17°10'00""","14°44'30""",,Forage,1957/11/29,Paleocene,83,-17.1666666667,14.7416666667,83
191,DAKAR,RUFISQUE,Yenne,SEBIKOTANE AGROCAP,10-3X-0281,"-17°09'25""","14°45'35""",,Forage,1987/06/06,Eocene,82.5,-17.1569444444,14.7597222222,82.5
192,DAKAR,RUFISQUE,Yenne,SEBIKOTANE AGROCAP,10-3X-0352,"-17°08'36""","14°45'34""",,Forage,1984/02/17,Paleocene,108.3,-17.1433333333,14.7594444444,108.3
193,DAKAR,RUFISQUE,Yenne,SEBIKOTANE F2,10-3X-0035,"-17°09'00""","14°44'35""",,Forage,1958/01/14,Paleocene,74.5,-17.15,14.7430555556,74.5
194,DAKAR,RUFISQUE,Yenne,SEBIKOTANE F4,10-3X-0037,"-17°09'57""","14°43'20""",,Forage,1958/02/20,Paleocene,80,-17.1658333333,14.7222222222,80
195,DAKAR,RUFISQUE,Yenne,SEBIKOTANE PCS1,10-3X-0299,"-17°09'53""","14°43'28""",,Piezometre,1997/12/05,Paleocene,79.5,-17.1647222222,14.7244444444,79.5
196,DAKAR,RUFISQUE,Yenne,SEBIKOTANE PK 38.9,10-3X-0169,"-17°09'45""","14°43'58""",,Sondage,1951/04/15,Paleocene,438,-17.1625,14.7327777778,438
197,DAKAR,RUFISQUE,Yenne,SEBIKOTANE(SAFINA),10-3X-0357,"-17°08'40""","14°45'32""",,Forage,2001/09/29,Paleocene,110,-17.1444444444,14.7588888889,110
198,DAKAR,RUFISQUE,Yenne,SEBISSOU 1,10-3X-0168,"-17°07'45""","14°44'50""",,Sondage,1956/05/03,,1.2,-17.1291666667,14.7472222222,1.2
199,DAKAR,RUFISQUE,Yenne,Yenne  3,10-6X-0027,"-17°10'06""","14°38'59""",,Piezometre,1956/05/31,Maastrichtien,1.06,-17.1683333333,14.6497222222,1.06
200,DAKAR,RUFISQUE,Yenne,Yenne 6,10-6X-0022,"-17°10'22""","14°38'16""",,Piezometre,,Maastrichtien,67,-17.1727777778,14.6377777778,67
201,DAKAR,RUFISQUE,Yenne,Yenne 9,10-6X-0024,"-17°10'26""","14°39'56""",,Piezometre,,Paleocene,35,-17.1738888889,14.6655555556,35
202,DAKAR,RUFISQUE,Yenne,Yenne GUEDJI,10-6X-0025,"-17°10'00""","14°38'00""",,Piezometre,,Paleocene,200,-17.1666666667,14.6333333333,200
203,DAKAR,RUFISQUE,Yenne,Yenne GUEDJI,10-6X-0028,"-17°10'45""","14°39'46""",,Sondage,1955/04/08,Paleocene,349,-17.1791666667,14.6627777778,349
204,DAKAR,RUFISQUE,Yenne,Yenne KELLE,10-6X-0015,"-17°09'11""","14°37'03""",SONAFOR,Piezometre,1979/05/13,Maastrichtien,250,-17.1530555556,14.6175,250
205,DAKAR,RUFISQUE,Yenne,Yenne SUR MER,10-6X-0019,"-17°10'30""","14°38'30""",SONAFOR,Sondage,1979/05/29,Maastrichtien,250,-17.175,14.6416666667,250
206,DIOURBEL,BAMBEY,Baba Garage,BABA GARAGE F2,11-2X-0046,"-16°30'20""","14°56'20""",SASIF,Forage,2003/12/02,Eocene,55,-16.5055555556,14.9388888889,55
207,DIOURBEL,BAMBEY,Baba Garage,DAROU BAKHOUM,11-2X-0544,"-16°31'46""","14°58'49""",,Puits moderne,,Quaternaire,27,-16.5294444444,14.9802777778,27
208,DIOURBEL,BAMBEY,Baba Garage,DAROU FALL,11-2X-0053,"-16°28'13""","14°58'29""",WVI,Forage,1995/01/21,Eocene,40,-16.4702777778,14.9747222222,40
209,DIOURBEL,BAMBEY,Baba Garage,DAROU FANAYE DIOP,11-2X-0684,"-16°31'35""","14°58'08""",,Forage,,Eocene,45,-16.5263888889,14.9688888889,45
210,DIOURBEL,BAMBEY,Baba Garage,DAROU NGUER,11-2X-0524,"-16°28'27""","14°54'38""",,Puits moderne,,Eocene,34.22,-16.4741666667,14.9105555556,34.22
211,DIOURBEL,BAMBEY,Baba Garage,GADE THIANDENE,11-2X-0700,"-16°28'21""","14°56'33""",HENAN CHINE,Piezometre,2007/10/13,Quaternaire,60,-16.4725,14.9425,60
212,DIOURBEL,BAMBEY,Baba Garage,KAD DIAGNE,11-2X-0066,"-16°27'36""","14°57'50""",WVI,Forage,1995/04/24,Eocene,47.5,-16.46,14.9638888889,47.5
213,DIOURBEL,BAMBEY,Baba Garage,KADE,11-2X-0579,"-16°27'32""","14°57'53""",,Puits moderne,,Quaternaire,26.45,-16.4588888889,14.9647222222,26.45
214,DIOURBEL,BAMBEY,Baba Garage,KEUR ASSANE KANE,11-2X-0050,"-16°31'02""","14°57'38""",WVI,Forage,1995/01/10,Eocene,50.5,-16.5172222222,14.9605555556,50.5
215,DIOURBEL,BAMBEY,Baba Garage,KEUR GORA NDIAYE,11-2X-0103,"-16°29'37""","14°58'06""",WVI,Forage,2001/07/04,Eocene,59,-16.4936111111,14.9683333333,59
216,DIOURBEL,BAMBEY,Baba Garage,KEUR MAKHALY KANE,11-2X-0055,"-16°28'20""","14°59'40""",WVI,Forage,1995/01/14,Eocene,41,-16.4722222222,14.9944444444,41
217,DIOURBEL,BAMBEY,Baba Garage,KEUR MAKHOUDIA,11-2X-0056,"-16°30'31""","14°57'12""",WVI,Forage,1995/03/29,Eocene,50.46,-16.5086111111,14.9533333333,50.46
218,DIOURBEL,BAMBEY,Baba Garage,KEUR MAKHOUDIA,11-2X-0559,"-16°30'28""","14°57'11""",,Puits moderne,,Quaternaire,27,-16.5077777778,14.9530555556,27
219,DIOURBEL,BAMBEY,Baba Garage,KEUR MASSAMBA NIANG,11-2X-0235,"-16°29'06""","14°53'30""",SEHI SENEGAL,Forage,2005/03/16,Maastrichtien,386,-16.485,14.8916666667,386
220,DIOURBEL,BAMBEY,Baba Garage,KEUR SAMBA YACINE,11-2X-0060,"-16°29'28""","14°59'16""",WVI,Forage,1995/01/21,Eocene,50.8,-16.4911111111,14.9877777778,50.8
221,DIOURBEL,BAMBEY,Baba Garage,KHAYE NDIAYE,11-2X-0108,"-16°32'26""","14°56'34""",WVI,Forage,2001/06/18,Eocene,44.5,-16.5405555556,14.9427777778,44.5
222,DIOURBEL,BAMBEY,Baba Garage,KOURE GOL,11-2X-0104,"-16°25'53""","14°56'47""",WVI,Forage,2001/02/28,Eocene,45.6,-16.4313888889,14.9463888889,45.6
223,DIOURBEL,BAMBEY,Baba Garage,LAMSAR,11-2X-0516,"-16°29'51""","14°53'11""",,Puits moderne,,Eocene,39,-16.4975,14.8863888889,39
224,DIOURBEL,BAMBEY,Baba Garage,MBARO,11-2X-0078,"-16°31'06""","14°59'07""",WVI,Forage,1995/04/14,Eocene,53.6,-16.5183333333,14.9852777778,53.6
225,DIOURBEL,BAMBEY,Baba Garage,MEOUNDOU KANE,11-2X-0051,"-16°33'12""","14°57'40""",WVI,Forage,1995/01/06,Eocene,49,-16.5533333333,14.9611111111,49
226,DIOURBEL,BAMBEY,Baba Garage,MERINA KANE,11-2X-0554,"-16°29'40""","14°58'32""",,Puits moderne,,Eocene,31,-16.4944444444,14.9755555556,31
227,DIOURBEL,BAMBEY,Baba Garage,N DIEULBER II,11-2X-0572,"-16°29'04""","14°55'40""",,Puits moderne,,Quaternaire,28,-16.4844444444,14.9277777778,28
228,DIOURBEL,BAMBEY,Baba Garage,NDARY DIOP,11-2X-0101,"-16°25'53""","14°56'47""",WVI,Forage,1999/11/22,Eocene,46,-16.4313888889,14.9463888889,46
229,DIOURBEL,BAMBEY,Baba Garage,NDARY PALLENE,11-2X-0105,"-16°27'00""","14°56'07""",WVI,Forage,2001/06/27,Eocene,39,-16.45,14.9352777778,39
230,DIOURBEL,BAMBEY,Baba Garage,NDIEKINANE,11-2X-0057,"-16°30'23""","14°57'05""",WVI,Forage,1995/03/13,Eocene,41.6,-16.5063888889,14.9513888889,41.6
231,DIOURBEL,BAMBEY,Baba Garage,NDJILIVENE,11-2X-0052,"-16°30'09""","14°58'54""",WVI,Forage,1995/01/18,Eocene,58.6,-16.5025,14.9816666667,58.6
232,DIOURBEL,BAMBEY,Baba Garage,NGOKINE NDIAYE,11-2X-0065,"-16°29'40""","14°58'33""",WVI,Forage,1995/04/14,Eocene,47.6,-16.4944444444,14.9758333333,47.6
233,DIOURBEL,BAMBEY,Baba Garage,SAM SAM,11-2X-0059,"-16°28'53""","14°56'57""",WVI,Forage,1995/02/09,Eocene,52,-16.4813888889,14.9491666667,52
234,DIOURBEL,BAMBEY,Baba Garage,SATE,11-2X-0692,"-16°31'21""","14°53'55""",SVTP GC/SEHI SENEGAL,Forage,2007/06/20,Maastrichtien,400,-16.5225,14.8986111111,400
235,DIOURBEL,BAMBEY,Baba Garage,SATE NGOM,11-2X-0681,"-16°31'33""","14°53'42""",SASIF,Forage,2007/07/18,Maastrichtien,400,-16.5258333333,14.895,400
236,DIOURBEL,BAMBEY,Baba Garage,SATE NGOM,11-2X-0699,"-16°31'25""","14°56'29""",SENTER PERFIBESA,Forage,2013/06/05,Eocene,49,-16.5236111111,14.9413888889,49
237,DIOURBEL,BAMBEY,Baba Garage,TAWA FALL,11-2X-0008,"-16°33'08""","14°58'40""",SONAFOR,Forage,1974/07/29,Eocene,60,-16.5522222222,14.9777777778,60
238,DIOURBEL,BAMBEY,Baba Garage,TAWA FALL,11-2X-0543,"-16°33'18""","14°58'47""",,Puits moderne,,Quaternaire,28.69,-16.555,14.9797222222,28.69
239,DIOURBEL,BAMBEY,Baba Garage,TAWA FALL,11-2X-0690,"-16°33'09""","14°58'40""",,Forage,,Eocene,60,-16.5525,14.9777777778,60
240,DIOURBEL,BAMBEY,Baba Garage,THIALLE,11-2X-0109,"-16°30'02""","14°54'14""",WVI,Forage,2001/09/14,Eocene,50.42,-16.5005555556,14.9038888889,50.42
241,DIOURBEL,BAMBEY,Baba Garage,THIENABA,11-2X-0061,"-16°29'15""","14°58'57""",WVI,Forage,1995/01/31,Eocene,50.5,-16.4875,14.9825,50.5
242,DIOURBEL,BAMBEY,Baba Garage,YADOU,11-2X-0537,"-16°31'50""","14°56'48""",,Puits moderne,,Quaternaire,29.31,-16.5305555556,14.9466666667,29.31
243,DIOURBEL,BAMBEY,Baba Garage,,11-2X-0004,"-16°29'33""","14°56'38""",PARSONS,Forage,1968/10/04,Eocene,44.5,-16.4925,14.9438888889,44.5
244,DIOURBEL,BAMBEY,Dinguiraye,BADAR GUEYE,"05-8X-0230","-16°26'00""","15°00'59""",WVI,Forage,1995/03/08,Eocene,41,-16.4333333333,15.0163888889,41
245,DIOURBEL,BAMBEY,Dinguiraye,BARIDIAME,"05-8X-0044","-16°26'13""","14°59'22""",INTRAFOR,Forage,1983/06/04,Eocene,47.3,-16.4369444444,14.9894444444,47.3
246,DIOURBEL,BAMBEY,Dinguiraye,COKY DIOP,"05-8X-0210","-16°27'42""","15°01'05""",WVI,Forage,1994/02/14,Eocene,47.5,-16.4616666667,15.0180555556,47.5
247,DIOURBEL,BAMBEY,Dinguiraye,DAROU NDIAYE,11-2X-0054,"-16°24'47""","14°59'59""",WVI,Forage,1995/02/17,Eocene,47.5,-16.4130555556,14.9997222222,47.5
248,DIOURBEL,BAMBEY,Dinguiraye,DINGUIRAYE,11-2X-0011,"-16°25'41""","14°58'32""",SONAFOR,Forage,1974/08/09,Eocene,54,-16.4280555556,14.9755555556,54
249,DIOURBEL,BAMBEY,Dinguiraye,DINGUIRAYE,11-2X-0035,"-16°24'20""","14°58'40""",SOBEA,Forage,1986/04/07,Eocene,55.3,-16.4055555556,14.9777777778,55.3
250,DIOURBEL,BAMBEY,Dinguiraye,KANGHAR LO,11-2X-0685,"-16°23'28""","14°58'42""",,Forage,,Eocene,120,-16.3911111111,14.9783333333,120
251,DIOURBEL,BAMBEY,Dinguiraye,KARE,11-2X-0069,"-16°22'39""","14°58'42""",WVI,Forage,1995/05/06,Eocene,50.5,-16.3775,14.9783333333,50.5
252,DIOURBEL,BAMBEY,Dinguiraye,KEUR BIRAME,11-2X-0068,"-16°27'02""","14°59'57""",WVI,Forage,1995/04/26,Eocene,41.6,-16.4505555556,14.9991666667,41.6
253,DIOURBEL,BAMBEY,Dinguiraye,KEUR DEMBA SAB,"05-8X-0233","-16°26'17""","15°00'39""",WVI,Forage,1995/05/18,Eocene,41.5,-16.4380555556,15.0108333333,41.5
254,DIOURBEL,BAMBEY,Dinguiraye,KEUR MADIOP DIEUMB,"05-8X-0231","-16°25'27""","15°01'12""",WVI,Forage,1995/02/08,Eocene,46.5,-16.4241666667,15.02,46.5
255,DIOURBEL,BAMBEY,Dinguiraye,MBEDIEGOL,11-2X-0070,"-16°23'47""","14°57'17""",WVI,Forage,1995/04/05,Quaternaire,48.33,-16.3963888889,14.9547222222,48.33
256,DIOURBEL,BAMBEY,Dinguiraye,MERINA NGUOUL,"05-8X-0281","-16°23'56""","15°01'16""",,Puits moderne,,Quaternaire,28.53,-16.3988888889,15.0211111111,28.53
257,DIOURBEL,BAMBEY,Dinguiraye,NDATTOU,"05-8X-0050","-16°24'50""","15°00'39""",INTRAFOR,Forage,1983/06/30,Eocene,46.7,-16.4138888889,15.0108333333,46.7
258,DIOURBEL,BAMBEY,Dinguiraye,NDATTOU,11-2X-0027,"-16°25'02""","15°00'22""",INTRAFOR,Forage,,Eocene,46.7,-16.4172222222,15.0061111111,46.7
259,DIOURBEL,BAMBEY,Dinguiraye,NDIADA,"05-8X-0283","-16°25'49""","15°00'00""",,Puits moderne,,Quaternaire,26,-16.4302777778,15,26
260,DIOURBEL,BAMBEY,Dinguiraye,NDIAYE ALLA,11-2X-0072,"-16°24'52""","14°59'19""",WVI,Forage,1995/04/13,Eocene,48,-16.4144444444,14.9886111111,48
261,DIOURBEL,BAMBEY,Dinguiraye,NDIBA,11-2X-0071,"-16°26'06""","14°59'27""",WVI,Forage,1995/05/04,Eocene,44.5,-16.435,14.9908333333,44.5
262,DIOURBEL,BAMBEY,Dinguiraye,NDIEGUE,11-2X-0645,"-16°24'16""","14°58'51""",,Puits moderne,,Eocene,33.81,-16.4044444444,14.9808333333,33.81
263,DIOURBEL,BAMBEY,Dinguiraye,PAYE BARIDIAME,11-2X-0058,"-16°26'10""","14°59'26""",WVI,Forage,1995/03/09,Eocene,46,-16.4361111111,14.9905555556,46
264,DIOURBEL,BAMBEY,Dinguiraye,SEMBENE,11-2X-0073,"-16°25'46""","14°57'43""",WVI,Forage,1995/05/24,Eocene,47,-16.4294444444,14.9619444444,47
265,DIOURBEL,BAMBEY,Dinguiraye,SEMBENE,11-2X-0642,"-16°24'54""","14°58'43""",,Pointe filtrante,,Pointe filtrante,25,-16.415,14.9786111111,25
266,DIOURBEL,BAMBEY,Dinguiraye,THIARENE,11-2X-0074,"-16°23'26""","14°59'29""",WVI,Forage,1995/05/19,Eocene,45.5,-16.3905555556,14.9913888889,45.5
267,DIOURBEL,BAMBEY,Dinguiraye,THIAYTOU,11-2X-0007,"-16°24'15""","14°55'50""",SONAFOR,Forage,1974/09/05,Eocene,95,-16.4041666667,14.9305555556,95
268,DIOURBEL,BAMBEY,Dinguiraye,THIAYTOU,11-2X-0034,"-16°24'21""","14°56'04""",SOBEA,Forage,1986/07/08,Maastrichtien,397,-16.4058333333,14.9344444444,397
269,DIOURBEL,BAMBEY,Dinguiraye,THIEKANE,11-2X-0111,"-16°22'04""","14°58'14""",,Forage,2003/01/15,Eocene,50.6,-16.3677777778,14.9705555556,50.6
270,DIOURBEL,BAMBEY,Dinguiraye,THIOKHOLE,11-2X-0062,"-16°27'34""","14°59'18""",WVI,Forage,1995/02/25,Eocene,40,-16.4594444444,14.9883333333,40
271,DIOURBEL,BAMBEY,Dinguiraye,TOUNGHOR,11-2X-0063,"-16°26'55""","14°58'15""",WVI,Forage,1995/03/23,Eocene,44.8,-16.4486111111,14.9708333333,44.8
272,DIOURBEL,BAMBEY,Gawane,GAPP,11-2X-0269,"-16°23'45""","14°53'22""",,Puits moderne,,Eocene,63.46,-16.3958333333,14.8894444444,63.46
273,DIOURBEL,BAMBEY,Gawane,GAPP,11-2X-0693,"-16°24'05""","14°53'23""",SVTP GC/SEHI SENEGAL,Forage,2007/04/19,Maastrichtien,375,-16.4013888889,14.8897222222,375
274,DIOURBEL,BAMBEY,Gawane,GAWANE,11-2X-0043,"-16°23'34""","14°51'06""",TECNOSOL,Forage,1992/06/23,Maastrichtien,396,-16.3927777778,14.8516666667,396
275,DIOURBEL,BAMBEY,Gawane,GAWANE MBACKE,11-2X-0001,"-16°23'34""","14°51'06""",SASIF,Forage,1957/03/21,Paleocene,363.8,-16.3927777778,14.8516666667,363.8
276,DIOURBEL,BAMBEY,Gawane,Gouye Ndiogou,11-2X-0048,"-16°25'34""","14°46'10""",GENIE MILITAIRE,Forage,2010/05/01,Eocene,91,-16.4261111111,14.7694444444,91
277,DIOURBEL,BAMBEY,Gawane,KEUR ALLE BABA,11-2X-0093,"-16°25'20""","14°47'45""",CDE,Puits moderne,1998/08/14,Eocene,51.4,-16.4222222222,14.7958333333,51.4
